name,content
Pfizer Canada Inc.,"Information Healthcare Professionals Information to InformationENG or About Products SurveySearchSearch InformationAs the authority the and of the products healthcare their and use.Learn about Information to with and meaningful to know about Please choose the that you.This Healthcare Professionals. Would to proceed? Healthcare ProfessionalsFor Healthcare ProfessionalsSelectFor Healthcare ProfessionalsFor Healthcare ProfessionalsFor Consumers or back to the Consumers or back to the here.Terms of Terms of The information this health professionals, and products countries.Not healthcare professional? to the or healthcare professional? to the or homepage.You leaving the to other as to the and should as of the or with their owners.Pfizer responsibility the of"
Pfizer Canada Inc.,"UsCareersMediaScienceContact the of to and to profoundly the health of through the discovery, and of and offers broad of and to the of Canadians.Tweets feedNews and COVID-19 Health Authorization Children Through Years of 07.11.22Crohn's and Colitis and Announce More newsAbout ProductsHelping Distribution Healthcare ProfessionalsContact rights The information of Inc,"
Pfizer Canada Inc.,that this Please or switch to to using twitter.com. You of of Service info© Inc.Something another shot.Try
Pfizer Canada Inc.,"English One of the to to this to to TrialsYour to healthData and and TransparencyBuilding TrustDiversityEquity and RepresentationPlain Study SummariesExpanded Access Treatment OptionsFind of DiseaseSmaller impactInternal worldwideInflammation ImmunologyTreatment the the of infectionsOncologyThe of InfectivesCombatting of TherapyBreakthroughs become SciencesThe of MedicineDeveloping tailored ImmunizationProtecting newborns the TechnologyUnleashing the of innovationsDiseases ConditionsCoronavirus PipelineResearch SitesProductsHow GenericLearn the found to the highest SupplyStrategic locationsManufacturing the SafetyHealth LiteracyLearning to wellTreatment ChoicesLearning about treatment With others reporting effectsTips EventsCounterfeitingPreventing SheetsProduct ListProduct ContactsPfizerPro ProfessionalsPatient Assistance ProgramsDistributorsPfizer DistributorsStoriesArticlesAnnouncementsBehind the FeaturesPodcastseBooksNewsroomPress ReleasesMedia LibraryUpdates and ContactsAboutPeopleExecutivesOur leadershipBoard MembersThe people companyScientistsOur colleaguesResponsibilityEthics ComplianceEach of responsibleDiversity, Equity, and InclusionEveryone something to offerEHS GovernanceEnvironmental responsiblity to the ImpactMeeting worldwideHealth SafetyHuman RightsFurthering and worthIntellectual PropertyThe of FirstPrograms researchPolitical PartnershipSupporting organizationsWorking with Healthcare ProfessionalsCollaboration to PricingHow to to privacyReady Access to GrantsCommitted to DisclosureInvestorsInvestors OverviewInformation InvestWhy to of ReportsQuarterly reports and NewsAnnouncements about performanceStock InformationCharts and ServicesInformation transactionsCorporate GovernanceCorporate Governance insight ChartersDefining the structureThe PoliciesEnsuring ethical leadershipCorporate Governance FAQsLearn about approachContact DirectorsEmail of DirectorsHistoryCareersSearch JobsCareer Growth With UsPartnersResearch and PartnershipsVenture to OpportunitiesInvestorsCareersMediaPartnersContact UsSearchContact search within closeCareersSearch RolesHomeAboutCareersChoose country/regionArgentina (Dutch)Brasil (English)Canada Caribe (English)France (English)India (English)Indonesia (English)Ireland (English)Italia (English)México (Dutch)New (English)Norway (English)Portugal (English)South Africa (English)Suisse (English)Thailand (English)USA (English)Uruguay (Simplified Chinese)台灣 (Traditional Chinese)日本 (Traditional Chinese)한국 OpportunitiesCareers within and supply and medicines.Learn breakthroughs that lives.Learn as of the Armed Forces ServicesWhere and rather the business; where to and to us.Learn Early to and career--whether ready to life’s or currently and to that’s with the of bright to of about technology.Learn the Community to RolesLearn trained the art and of discovery. the of through the and to apply today.Learn MBA'sThe Associate first-year with of that to and and as they their leadership within Top Employers Diversity Top Health to Work MoreWORKING to the to the of everyone...everywhere. If there’s to than the foundation of This why that the the world. them with the and they to of the health that the the choose to their life’s and with of backgrounds and people who to aspects of what to to and to the to the to reality, or the of others, those who the community to of and information careers. To learn Community Search JobsAbout and interconnected: equity, and that and when that and included every of their If or with who would to community, to and apply of purpose—Breakthroughs that to to the of reasonable to with and related to childbirth, or related including the to breast If and the and/or protected]. Alternatively, with The information only with who other to the search to search. and the of and provided.Our and interconnected: equity, and that and only when that and included of their or with who to community, to and apply of purpose—Breakthroughs that Lives.Learn about Diversity, and Inclusion offers and based of factors including geographic location, and Performance and Practices: its and to that should based the they to to and Health and the and of country, offers health and that them and health and These include health and health screening, free or reduced-cost discounts products, and and counseling.Benefits to Colleagues and offers to them their These include to colleague-directed to and education.Breakthrough the that Whether another or yourself, and off to New least of following the or of their and to of each to family members.At invested investing people they focused breakthroughs that to and Recently, with about people, and they to us.Creating that exciting, and of motivations. These to of around the and to that everyone follow the to their whether that’s or as to their to Growth isn’t isn’t and moreWatch to Learn More New to catered to Search roles!Search RolesInvestorsCareersMediaPartnersGrant ProfessionalsBusiness to BusinessMerchandisePrivacy of Inc. rights reservedThis information—including information—is of the United States. The products countries.TwitterFacebookLinked"
Roche Canada Ltd.,"Doing now what patients need next | RocheWe use cookies to give you the best online experience. By using our website you agree to our use of cookies in accordance with our cookie policy.
Learn MoreOKRoche
Menu
Search:Doing now what patients need nextRocheYou are here:Language: FRHomeAbout RocheProductsSocial ResponsibilityFunding OpportunitiesPatient EngagementR&DMediaCareersContactInside Roche CanadaCOVID-19
Information for Patients and Healthcare ProfessionalsMoreIn Focus Blog
In Focus is where we share our perspectives on things that matter to usMoreOur priorities
What guides our actions in an ever-changing environmentMoreJoin our team
Explore your future workplaceMorePartner with us
We can build a better future togetherMoreShareShare via email
Share on Facebook
Share on Twitter
Share on LinkedIn
Share on Google+
Share on XingCloseÂ© 2021 F. Hoffmann-La Roche Ltd
23.01.2023Legal Statement
Privacy Policy
Social Media Policy
Accessibility
Contact
Cookie Preferences.This website contains information on products which is targeted to a wide range of audiences and could contain product details or information otherwise not accessible or valid in your country. Please be aware that we do not take any responsibility for accessing such information which may not comply with any legal process, regulation, registration or usage in the country of your origin.Find us on Twitter"
Roche Canada Ltd.,"to the to of with Learn Search:Our PrioritiesRocheYou here:About PrioritiesLanguage: FRHomeAbout RocheProductsSocial ResponsibilityFunding the of clear of to through ever-changing to long-term and to and that Two-thirds of treated or treated This and and to the of of and their to through Breakthroughs and increasingly allow to precisely what malfunctioning the and to counter the oncology, ophthalmology, infectious and however and follow the as insights become healthcare and to treatments to and treatments, the and of enormously. To this develop.Access to healthcare to and to as people as Every healthcare with and with to reduce to healthcare and establish to effective and healthcare to patients.Great to constantly strengthening and where every and respected, and to his or people business. They and products, they reach the who them. the to to attract, and and workforce.Sustainable business that ethical and to long-term to through and as people to from them as that to where both industry and Hoffmann-La Accessibility Preferences.This information products which to of and or information otherwise or country. Please that responsibility such information which comply with process, or the country of origin.Find Twitter"
Roche Canada Ltd.,Work RelationsPresseNWX New Work
Roche Canada Ltd.,FacebookFacebookLog account to share.Phone or emailFacebook password?English
Roche Canada Ltd.,professional worldEmail or PhonePasswordshowForgot with with to addressClick the to instantly to account.If the emailBackNew to PolicyCommunity PolicyCopyright (German)English (Dutch)Norsk (Chinese (Simplified))正體中文 (Chinese (Traditional))Language
Roche Canada Ltd.,"to its head office and to the third CommunityIf would to hear of or Community.​​​​​​Learn WorkplaceAre where other professionals, both knowledge and learning as where title the of who the that people’s If moreBeyond the actively to with the community, and charitable organizations to increase awareness and government of and diversity. everyone to to and ideas.​​​​​​Learn who what and why to each reason ​​​​​​Learn and offering and that the of increasingly workforce.​​​​​​Learn"
